	年份	报告标题	披露时间	披露机构	攻击方法	组织别名	报告摘要
690	2019 (398)	间谍软件CallerSpy，通过伪装成谷歌网站诱导下载	2019/12/2	TrendMicro	['暂无数据']	暂无数据	趋势科技研究人员在伪装成GOOGLE的诱骗网站http://gooogle[.]press/上，发现伪装成聊天应用程序(5月份发现的软件名为Chatrious，10月份发现的软件名为Apex App)的新间谍软件系列，该程序可以窃取用户个人信息。趋势科技将这两种恶意程序命名为CallerSpy间谍软件系列。CallerSpy声称是一个聊天应用程序，但是其根本不具备聊天功能。当启动时，CallerSpy通过Socket.IO启动与C2服务器之间的连接，以监听C2服务器命令。然后，利用Evernote Android-Job调度作业来窃取信息，包括设备上的呼叫日志、SMS、联系人和文件信息。除此之外，还从C2服务器接收命令获取屏幕截图，并将其经过Base64编码后发送到服务器。所有的被盗信息都会被存在本地数据库中，然后定期上传到C2服务器。对其使用的基础设施进行分析，发现诱骗网站域名gooogle[.]press伪装成GOOGLE，同时还将伪造的版权信息放在网站底部，其域名注册于2019年1月，并且使用了域隐私保护。研究人员发现四个均托管在合法服务上的C2地址。目前还未发现该恶意软件实际的受害者，诱骗网站提供包括Apple，Android和Windows平台的恶意程序，但目前仅支持Android，因此推测该恶意软件可能还处于测试阶段。
691	2019 (398)	Imminent Monitor远程访问木马（IM-RAT）调查报告	2019/12/2	paloalto	['暂无数据']	暂无数据	由澳大利亚联邦警局牵头，自2017年开始的一项针对利用Imminent Monitor远程访问特洛伊木马（IM-RAT）进行黑客攻击的长期调查，在2019年11月30日有了正式调查结果，控制服务器已被接管，无法产生新的客户端，该工具已不再提供远控服务，其维护的网络也被执法部门接管。 IM-RAT在黑客工具贩卖网站进行广告宣传，正式售价低至25美元，并且几乎不需要任何技术知识就可部署。 监控显示，自2012年起，IM-RAT至少在115
692	2019 (398)	Rapid变种再袭，不仅加密不可修复，还随机修改文件名	2019/11/29	腾讯	['暂无数据']	暂无数据	腾讯安全御见威胁情报中心检测到，Rapid勒索病毒变种在国内开始再度活跃，该病毒首次出现于2017年，由于早期该病毒加密文件后缀为Rapid，因此得名。自该病毒出现起，该病毒每年都会给一些国内企业造成不可逆转的加密破坏。Rapid勒索病毒在国内主要通过弱口令爆破方式传播，本次检测到国内变种加密文件完成后，会对其文件添加扩展后缀.cryptolocker。
693	2019 (398)	RTM银行木马再现北亚，针对石油业发起持续攻击	2019/11/29	奇安信	['暂无数据']	暂无数据	奇安信病毒响应中心在日常威胁追踪中发现，一例针对俄罗斯鄂木斯克州，一家与石油相关的公司的攻击活动。攻击入口依旧为邮件，通过向公司公开邮箱中发送诱饵邮件获得攻击入口。攻击目的为植入后门程序以及获取目标机器上的浏览器本地凭证信息。
694	2019 (398)	月光再临——MoonLight组织针对中东地区的最新攻击活动剖析	2019/11/29	奇安信	['暂无数据']		"自2019年4月以来，奇安信研究人员监测到一批针对巴勒斯坦及加沙地区的网络攻击活动。该活动与近期部分厂商发布的多篇定性为""拍拍熊(APT-C-37)""的报告存在高度重合，根据研判分析，奇安信研究人员认为该攻击活动正是来自于Moonlight组织。该批次样本初始恶意载荷都是通过将自解压文件(SFX)伪装为doc、jpg等文本图片形式达到混淆目的。攻击者在活动中不断使用新的策略，包括使用VBS脚本加载执行history.ink，ink文件会将恶意URL作为参数调用mstha程序，以完成恶意负载下载。以及在自解压过程中调用mstha访问恶意URL后下载带包含后门的混淆恶意脚本，并利用Powershell加载执行完成自身解密后展示最终的后门。其样本经过解混淆后释放H-Worm后门程序，所使用后门版本删去了Sleep等休眠命令，只保留了核心功能。"
695	2019 (398)	TICK组织ENDTRADE活动，使用多阶段后门针对日本目标	2019/11/29	TrendMicro	['暂无数据']	TickREDBALDKNIGHTBronze Butler	"趋势科技最近揭露了网络间谍组织TICK(又名""BRONZE BUTLER""和""REDBALDKNIGHT"")的最新活动。该组织使用合法的电子邮件账户和证书传播恶意软件，针对国防、航空航天、化学和卫星行业，这些行业的总部在日本，在中国有子公司。在2019年1月，该组织通过窃取日本经济研究公司和公共关系(PR)机构的电子邮件凭据和文件，并将其作为鱼叉式钓鱼邮件发送给精通日语或中文并且对中国经济感兴趣的个人和公司，邮件中包含带有恶意软件有效负载附件。该组织在活动中使用两个新的下载器ABK和BBK，两个新的木马Snake和build_down，这些恶意软件都具有一项重要任务：连接到网站并验证受害系统的卷序列号，以确定是否将发送下载后门的命令，在多个驱动器或卷的实例中，下载器从驱动器C收集信息。TICK还利用Microsoft Office内存损坏漏洞CVE-2018-0802和CVE-2018-0798传播ABK和BBK恶意软件。ABK使用隐写术将额外的负载隐藏在照片中以绕过杀毒软件。BBK同样使用隐写术隐藏恶意负载，其可以从C2服务器网站下载特定文件收集受害者信息，但是该软件不执行命令，研究人员因此推测该工具还在开发阶段。"
696	2019 (398)	RevengeHotels活动针对全球酒店业，窃取旅客信用卡数据	2019/11/28	Kaspersky	['暂无数据']	暂无数据	卡巴斯基最近揭露了针对全球酒店行业的网络犯罪活动RevengeHotels，该活动主要针对巴西的酒店、旅馆和旅游公司。研究人员已经确认超过20家酒店成为该活动的受害者，其目标是获取酒店系统中的旅客来宾信用卡数据，以及从流行在线旅行社(如Booking.com)接收的信用卡数据。攻击者通过发送带有精心制作的Word、Excel文档的鱼叉钓鱼邮件，以引导目标下载，为了增加可信度，攻击者还通过抢注域名冒充合法公司。其中一些恶意负载使用了Microsoft Office OLE功能远程代码执行漏洞(CVE-2017-0199)来加载和执行恶意代码。然后在受害者计算机中安装定制版本的RevengeRAT，njRAT，NanoCoreRAT，888 RAT和其他自定义恶意软件(如ProCC)。该活动组织自2015年来一直活跃，2019年加大了攻击力度。研究人员根据基础设施和技术的差异，将该活动(PaloAlto称为Comando活动)归因于两个团体，一个命名为RevengeHotels，一个命名为ProCC。
697	2019 (398)	安卓银行木马Ginp使用覆盖攻击，窃取信用卡信息	2019/11/28	threatfabric	['暂无数据']	暂无数据	"国外研究人员最近发现了一种新型银行恶意软件Ginp，该恶意软件在过去五个月里一直处于积极开发状态，至少发布了5种不同版本。最初的版本伪装成""Google Play验证程序""应用，其目的只是窃取SMS消息。现在，其重心逐渐转移到支付卡信息窃取上。最近的版本使用了Anubis木马的部分源代码，并且针对多个西班牙银行应用程序。最新版本伪装成""Adobe Flash Player""应用程序，通过向用户要求提供Accessibility Service特权，以获取能够发送消息和调用的动态权限。完成后，木马伪装成默认的SMS应用程序，提供短信收集和转发、更新C2的功能。Ginp同时针对银行应用启用覆盖攻击，其首先窃取受害者的登录凭据，然后窃取信用卡信息以验证用户身份。"
698	2019 (398)	针对SQL弱口令的爆破攻击再度袭来，KingMiner矿工已控制上万台电脑	2019/11/26	腾讯	['暂无数据']	暂无数据	腾讯安全御见威胁情报中心检测到KingMiner变种攻击，KingMiner是一种针对Windows服务器MSSQL进行爆破攻击的门罗币挖矿木马。该木马最早于2018年6月中旬首次出现，并在随后迅速发布了两个改进版本。木马利用Windows权限提升漏洞CVE-2019-0803在内核模式下执行任意代码。然后通过WMI定时器和Windows计划任务实现持久化，使用base64和特定编码的XML，TXT，PNG文件来加密木马程序。利用微软和多个知名厂商的签名文件作为父进程，使用白加黑劫持技术启动木马DLL，同时会关闭机器上RDP服务防止其他挖矿团伙入侵，以独占已控制的服务器资源。KingMiner影响超过一万台电脑，其中受影响最严重的地区为中国广东、重庆、北京、上海等地。
699	2019 (398)	Stantinko僵尸网络分发矿工，利用YouTube存储矿池代理	2019/11/26	ESET	['暂无数据']	暂无数据	最近，研究人员发现Stantinko僵尸网络至少从2018年8月开始分发门罗币矿工获取利益。该僵尸网络至少从2012年起就开始活跃，主要针对俄罗斯、乌克兰、白俄罗斯和哈萨克斯坦的用户。之前，该僵尸网络进行了点击欺诈，广告注入，社交网络欺诈和密码窃取攻击。矿工模块是xmr-stak开源cryptominer的高度修改版本，该模块通过挖掘加密货币来耗尽受感染机器的大部分资源。为了逃避检测，矿工程序会删除所有不必要的字符串甚至整个功能，其余的字符串和函数被严重混淆。并且不会直接与其矿池进行通信，而是通过从YouTube视频的描述文本中获取其IP代理进行通信。同时还具备暂停其他矿工，检测安全软件等功能。如果矿工程序检测到机器未连接任何电源，则暂停采矿，以防止电池耗尽引起用户怀疑。
700	2019 (398)	无孔不入： NextCry勒索病毒利用PHP最新漏洞攻击传播	2019/11/25	奇安信	['暂无数据']	暂无数据	奇安信病毒响应中心发现NextCry勒索软件的新传播方式。NextCry勒索是一种新型勒索软件，该勒索由Python编写并使用PyInstall打包成Linux ELF二进制文件，采用RSA-2048和AES-256-CBC算法加密指定目录下的文件，无法解密。发现其正在利用PHP-fpm远程代码执行漏洞(CVE-2019-11043)针对Linux服务器发起攻击尝试入侵，利用此漏洞可以在受影响的服务器上远程执行任意命令，在启用PHP-Fpm的Nginx服务器上运行某些版本的PHP 7有可能受到攻击，没有运行Nginx服务器理论上则不会产生影响。目前该勒索软件主要攻击安装有Nextcloud软件的服务器，因为Nextcloud软件默认情况下开启Nginx服务器，所以几乎所有的基于Nextcloud的云盘都会受到影响。奇安信威胁情报中心目前已经检测到有用户中招。
701	2019 (398)	Trickbot更新密码收集器模块，针对OpenSSH和OpenVPN	2019/11/22	paloalto	['暂无数据']	暂无数据	国外研究人员发现Trickbot更新密码收集器模块，在模块中添加了窃取OpenSSH私钥以及OpenVPN密码和配置文件功能。Trickbot的密码收集器模块(pwgrab64)，会检索存储在受害者浏览器缓存中的登录凭据，并且还从其他应用程序窃取登录凭据。窃取的信息使用未加密的HTTP协议，通过TCP端口8082发送到Trickbot使用的C2地址。研究人员发现，在最近的检测中，Trickbot使用HTTP POST请求将OpenSSH私钥以及OpenVPN密码和配置文件发送到其命令和控制服务器，但是相关字段并没有实际数据，这表明该功能可能还处于测试阶段。
