,国家,报告标题,披露时间,披露机构,攻击方法,组织别名,报告摘要
285,英国 (15),FakeSpy伪装成邮政服务应用程序，窃取安卓用户信息,2020/7/1,cybereason,"['钓鱼攻击', '木马后门']",暂无数据,"国外研究人员最近发现FakeSpy的新活动。FakeSpy是一种信息窃取工具，用于窃取、发送SMS消息，窃取财务数据，读取帐户信息和联系人列表，窃取应用程序数据等。FakeSpy最初针对韩国和日本用户，现在已开始瞄准全世界，尤其是中国，法国，瑞士，德国，英国，美国等国家/地区的用户。活动中FakeSpy主要伪装成邮局SMS消息，引导用户点击消息中的链接，从而下载了伪装成合法的邮政服务应用程序或运输服务的FakeSpy恶意软件。所有最新的FakeSpy版本都包含相同的代码，但有少量更改。安装后，该应用程序会请求权限，以便可以控制SMS消息并窃取设备上的敏感数据，并扩散到目标设备的联系人列表中的其他设备。调查表明，FakeSpy行动的幕后威胁者是一个华语团体，名为""Romaning Mantis""。"
286,英国 (15),SilverTerrier发起COVID-19为主题的恶意活动,2020/5/7,paloalto,"['网络', '钓鱼攻击']",暂无数据,2019年1月30日至4月30日，Unit 42观察到三个SilverTerrier团伙发起以COVID-19为主题的10个恶意活动。SilverTerrier为Unit 42跟踪尼日利亚网络犯罪团伙涉及的BEC活动所使用的名称。这些活动产生了超过170个网络钓鱼电子邮件，攻击目标包括美国、澳大利亚、加拿大、意大利和英国的政府医疗机构、地方和地区政府、拥有医疗项目/中心的大型大学、地区公用事业、医疗出版公司和保险公司。大多活动中，攻击者首先通过发送伪装成来自合法部门的邮件，然后利用邮件附件office文档（部分利用CVE-2017-11882）、压缩RAR文件或使用PowerShell，下载托管在远程恶意域的wLokibot、AgentTesla、NanoCore RAT等恶意软件。
287,英国 (15),研究人员发现Android跟踪器MonitorMinor,2020/3/16,Kaspersky,['暂无数据'],暂无数据,卡巴斯基研究人员发现了一种Android跟踪器MonitorMinor。跟踪器通常用于秘密监视家庭成员或同事的商业软件，新发现的跟踪器具备更多的功能。目标系统如果安装了超级用户类型的应用程序，MonitorMinor将通过特权升级，获取root访问权限，访问Gmail、WhatsApp、Instagram、Facebook等流行的现代通讯工具的用户活动，还可以提取包含屏幕解锁模式的哈希值或密码的文件。MonitorMinor获得根访问权限后，它将系统分区从只读方式重新挂载到读/写模式，然后将其自身复制到其中，从用户分区中删除自身，然后将其重新挂载到只读模式，这样用户将无法使用常规OS工具删除跟踪器软件，从而实现持久性机制。目前该跟踪器在印度被安装的数量最多，其次为墨西哥、德国、沙特阿拉伯和英国。
288,英国 (15),Molerats组织针对政府和电信组织投送后门,2020/3/3,unit 42,"['鱼叉', '式', '网络钓鱼', '电子邮件', '网络钓鱼']",Gaza Cybergang,从2019年10月到2019年12月初，Unit 42团队观察到多起网络钓鱼攻击事件，针对政府、电信、保险和零售行业中六个不同国家（沙特阿拉伯、阿联酋、英国、西班牙、美国、吉布提）的八个组织，该活动可能与Molerats组织（又名Galer Hackers Team和Gaza Cybergang）有关。所有的攻击中都使用鱼叉式网络钓鱼电子邮件，以传递恶意文档。恶意文档利用社会工程学引诱用户启用恶意宏或者点击恶意链接，以下载恶意载荷，大多数载荷为Spark后门。Molerats使用多种技术逃避检测和分析，例如用密码保护传递文件、设置载荷执行限制、使用商业打包程序Enigma混淆有效载荷以及通信数据使用3DES或AES加密。
289,英国 (15),Lazarus开展针对加密货币的后续AppleJeus行动,2020/1/8,Kaspersky,['恶意软件'],APT-C-26,卡巴斯基研究人员发现了Lazarus组织针对加密货币领域的后续AppleJeus行动。在该后续活动中，Lazarus开发了自定义macOS恶意软件，其使用Object-C框架，托管在GitHub上，并添加了一种身份验证机制，在不接触磁盘的情况下加载下一阶段有效载荷。针对Windows用户目标时，Lazarus建立了wfcwallet的虚假网站，并制定了多阶段感染程序，感染始于.NET恶意软件，其伪装成WFC钱包更新程序，执行后，将模仿连接到C2地址的钱包更新程序。然后，攻击者使用RasMan Windows服务通过持久性机制下载有效载荷。研究人员目前发现了在英国、波兰、俄罗斯和中国的几名受害者，大多都与加密货币业务实体有关。
290,英国 (15),APT35研究白皮书,2019/11/4,ESET,['网络钓鱼'],,APT35又被成为“Charming Kitten”，是归属于伊朗的黑客组织。该组织自2014年活动以来，其目标为伊朗专家、人权活动人士和媒体人员。大多数受害者在中东、美国和英国。
291,英国 (15),垃圾邮件活动滥用PHP函数实现持久性，使用受损设备进行规避和入侵,2019/9/5,TrendMicro,"['网络钓鱼', '恶意扫描']",暂无数据,"趋势科技最近检测到一起垃圾邮件活动，该活动通过暴力破解获取易受感染设备SSH访问权限，然后以此为代理，将base64编码的PHP脚本通过端口转发到受损的WordPress站点，该脚本将带有嵌入欺诈链接的电子邮件发送到特定地址。点击诈骗网站的任何链接都会将用户重定向到虚假加密货币交易网站注册页面，要求用户以250美元作为""种子资金""。该活动似乎特别针对正在寻找工作和额外收入来源的英国用户。"
292,英国 (15),游戏结束：检测并停止APT41操作,2019/8/19,FireEye,"['漏洞', '攻击', '木马后门']",APT41,2019年4月，FireEye管理防御团队在美国一所研究型大学公开访问的网络服务器上发现APT41组织的可疑活动。此活动表明攻击者正在利用Atlassian Confluence Server中的一个漏洞CVE-2019-3396，该漏洞允许路径遍历和远程代码执行。攻击者利用开源的漏洞利用代码作为代码执行工具，下载并执行恶意负载，并部署HIGHNOON后门。后门下载ACEHASH dropper和加密/压缩载荷组件，用于凭证窃取和密码转储。
293,英国 (15),MoneyTaker 近一年半的攻击活动,2017/12/20,Group-IB,"['后门木马', '鱼叉', '式', '钓鱼攻击', '漏洞利用', '水坑攻击']",MoneyTaker,莫斯科的网络安全公司Group-IB于本周一发表了一份长达36页的报告，其间详细介绍了最新发现的一个名为“MoneyTaker”的黑客组织，该组织从2016年5月开始一直活跃至今。研究人员表示，在2016-2017年这过去18个月中，该黑客组织已经针对各种金融机构实施了多达20多起攻击活动——成功窃取了超过1100万美元的资金以及其他可用于进一步攻击的敏感文件。据悉，这些受到影响的金融机构和律师事务所主要分布在美国、英国以及俄罗斯。根据Group-IB安全公司介绍称，该黑客组织主要利用卡片处理系统（包括AWS CBR——俄罗斯银行同业系统，美国SWIFT国际银行信息服务系统）的漏洞针对金融机构发动一次又一次攻击活动。
294,英国 (15),解密Patchwork间谍组织手段,2017/12/11,TrendMicro,"['后门木马', '鱼叉', '式', '钓鱼攻击', '漏洞利用', '供应链攻击', '水坑攻击']",PatchworkChinastrats,Patchwork又被称为Dropping Elephant，该组织以中国相关主题作为诱饵，比如中国南海问题，进而对目标的网络进行攻击。
295,英国 (15),Charming Kitten：伊朗针对人权活动人士、学术研究人员和媒体转载的网络间谍行为—以及HBO黑客关联,2017/12/8,Clearsky,"['后门木马', '鱼叉', '式', '钓鱼攻击', '漏洞利用', '水坑攻击']",NewsBeef,Charming Kitten是伊朗网络间谍组织，大约在2014年起开始活动。这份报告公开的是2016到2017年活跃的海量间谍机器。攻击者呈现的是冒充组织和个人群体、鱼叉和水坑攻击。本文将分析其利用、传送以及C2基础设施，并曝光DownPaper，一个由攻击者开发、至今未被存档的恶意软件。 本报告记录的事件仅为目标攻击事件的一小部分，波及数千人。我们公开了超过85个IP地址，240个恶意域名，数百个主机和多个虚假实体——其中大部分创建于2016-2017年。
296,乌克兰 (15),APT界劳模：东欧黑客组织使用鱼叉邮件定向攻击乌克兰活动总结,2020/12/7,奇安信,"['鱼叉邮件', 'APT']",Gamaredon,Gamaredon APT组织是疑似具有东欧背景的APT团伙，该组织攻击活动最早可追溯到2013年，其主要针对乌克兰政府机构官员，反对党成员和新闻工作者，进行以窃取情报为目的网络攻击活动 与传统的APT组织类似，Gamaredon APT组织会使用可信的发件人对攻击目标定向发送鱼叉邮件，附件一般为rar或者docx文档，通常采用模板注入作为攻击链的起始部分，执行带有恶意宏的dot文件，释放VBS脚本，下载后续Payload，在2020年中旬时，我们在一封钓鱼邮件中发现Gamaredon APT组织开始使用Lnk作为第一阶段攻击载荷，Lnk会调用mshta执行远程hta脚本，释放诱饵和VBS文件，下载后续Payload。
297,乌克兰 (15),罕见的联盟-末日军团和隐形地鼠首次联合开展攻击活动,2020/8/5,360,['木马后门'],Gamaredon,360针对Gamaredon组织最近的攻击活动进行扩展追踪，发现了一个C++版本的后门程序，该后门与该组织已经披露的后门程序并不类似，其由Gamaredon组织的其他后门更新至目标计算机中。该系列后门木马通过计划任务实现持久化。同时会获取用户计算机用户名发送至C2，C2基础设施疑似使用了域前置攻击技术来规避流量检测。然后C2会根据用户情况下发安装新的攻击组件包，组件包多为7zip自解压格式。同类后门程序多数受影响用户分布在乌克兰，俄罗斯。在被植入的攻击组件中，存在另外一个C++版本的文件窃取后门，该后门在2020年6月被披露过。有效载荷中包含InvisiMole组织研发的专属下载器tcp downloader，这表明Gamaredon小组与InvisiMole小组进行联合行动。
298,乌克兰 (15),Gamaredon团伙再度优化攻击手法继续对乌克兰展开攻击,2020/7/22,微步在线,['钓鱼邮件'],暂无数据,Gamaredon团伙于2017年被Paloalto安全公司曝光并命名，研究发现该团伙至少从2013年开始活动，并长期针对乌克兰政府高层、外交、国土安全、法务、军事武装、东部克里米亚地区部门发起定向攻击，另有文章 指出该团伙具有俄罗斯背景，疑似隶属于俄罗斯联邦安全局（FSB）。
299,乌克兰 (15),东欧杀手：Gamaredon APT组织定向攻击乌克兰事件分析,2020/5/8,奇安信,"['漏洞利用', ':', 'CVE', '-', '2017', '-', '11882']",Gamaredon,GamaredonAPT组织是疑似具有东欧背景的APT团伙，该组织攻击活动最早可追溯到2013年，其主要针对乌克兰政府机构官员，反对党成员和新闻工作者，以窃取情报为目的。 根据奇安信红雨滴团队观测从2019年末至今，Gamaredon组织保持高强度的活跃状态，且每次活动都与乌克兰地区的政治以及安全动态有关。2020年1月25日乌克兰安全局宣布在2019年共阻止了482次针对关键基础设施的网络攻击。 在五一假期前后，奇安信红雨滴团队发现Gamaredon组织开始了新活动，在此次活动中，该组织依然使用模板注入的方式从远程服务器下载payload，与以往不同的是本次活动下载的payload为带有cve-2017-11882漏洞的rtf文档，而非以往的带有恶意的宏文档来执行后续代码，由于模板注入免杀效果较好，VT上仅有为数不多的杀软报毒。
300,乌克兰 (15),利用对冠状病毒的恐慌，黑客瞄准全球受害者,2020/3/12,Recorded Future,"['网络', '钓鱼攻击', '恶意软件']",暂无数据,2020年3月12日，安全公司Recorded Future的安全研究部门 Insikt Group发布《利用对冠状病毒的恐慌，黑客瞄准全球受害者》的报告： 2019年冠状病毒病（COVID-19）的出现给金融、制造业和医疗保健等多个领域带来混乱，同时，它也引发了新的网络安全威胁。Recorded Future观察到，网络上出现一批以COVID-19为主题的网络钓鱼攻击，黑客承诺附件中包含有关于COVID-19的信息，让受害者下载恶意软件或泄露个人信息。许多黑客以及Trickbot、Lokibot和Agent Tesla等恶意软件都使用了这些技术，其攻击目标包括美国、意大利、乌克兰和伊朗。黑客还利用美国疾病控制和预防中心（CDC）、世界卫生组织（WHO），乌克兰卫生部公共卫生中心、中国卫生部等国家卫生机构，以及联邦快递（FedEx）等公司的品牌来获取受害者信任。
