,报告标题,APT组织,披露时间,披露机构,攻击方法,报告摘要
182,网络间谍活动依然活跃:APT32和对全球企业的威胁,SeaLotus (24),2017-05-14,FireEye,社会工程学钓鱼邮件,APT32组织（海莲花组织，OceanLotus Group）正在对横跨多个行业的企业展开入侵活动，同时他们也将外国政府、政客人士以及记者当作攻击目标。FireEye经过分析研究，认为APT32在攻击活动中使用了一个独特的全功能版的恶意软件工具集以及公开的商业工具，所涉及的网络攻击活动都与越南的国家利益相符合。
183,OceanLotus（APT-C-00）数字海洋的游猎者持续3年的网络空间威胁,SeaLotus (24),2015-05-29,SkyEye,鱼叉攻击水坑攻击,2012年4月起至今，某境外黑客组织对中国政府、科研院所、海事机构、海域建设 、航运企业等相关重要领域展开了有组织、有计划、有针对性的长时间不间断攻击。该组织主要通过鱼叉攻击和水坑攻击等方法，配合多种社会工程学手段进行渗透，向境内特定目标人群传播特种木马程序，秘密控制部分政府人员、外包商和行业专家的电脑系统，窃取系统中相关领域的机密。 根据该组织的某些攻击特点，我们将其命名为OceanLotus。
184,针对韩国的Kitty Phishing钓鱼攻击,SectorA05 (1),2019-01-30,THREATRECON,钓鱼攻击,2019年1月初，一封包含恶意软件的电子邮件被分发给77名记者，内容涉及韩国统一的相关主题。我们分析了这些恶意软件，并将其识别为Sectra05使用的恶意软件，我们确认它们使用的是一个特定的C2服务器和一个韩国人域名使用日本IP地址至少连续27个月。除了这些包含恶意软件的网络钓鱼攻击之外，网络钓鱼攻击还被用来窃取电子邮件帐户信息。这些攻击主要是 针对韩国政府人员，如中央政府、统一部、外交部和国防部的员工。最近，他们他们还扩大了目标，包括加密货币兑换和个人用户。
185,APT28使用北约主题作为诱饵，实施Zebrocy恶意软件攻击,Sednit (22),2020-09-22,quointelligence,钓鱼攻击木马后门,QuoINT最近检测到正在进行的APT28活动，该活动可能是从8月5日开始。攻击中使用的恶意软件是Zebrocy Delphi版本。攻击者以北约即将举行的培训为诱饵主题，针对阿塞拜疆的一个特定政府机构发起钓鱼。攻击者将恶意.zip文件伪装成JPEG图片格式以逃避AV或其他检测系统。正确解压缩后，.zip文件将分发名字相同的exe文件(即Zebrocy恶意软件)和xls格式文件。采用相同的文件名可能是攻击者为了让目标在不小心中打开exe格式的恶意文件。该活动与2020年8月揭露的ReconHellcat活动具有时间和攻击目标上的巧合。
186,寄居在高加索地区的奇幻熊爪,Sednit (22),2020-08-18,奇安信,暂无数据,近日，奇安信安全团队发现APT28组织新活动。通过对受害者进行合理推测，综合多方面线索分析，研究人员大致判断本次活动是针对阿塞拜疆国内知名人士、意见领袖以及政治家进行定向攻击的APT事件。高加索地区民族较为复杂，历史上各大帝国均会争夺这片地区，本次攻击活动是冲突从现实政治空间到网络空间的典型折射。本次捕获的样本为Zebrocy新样本，其功能主要为Downloader，与之前捕获的样本相比，免杀效果更好，运行后会先进行持久化操作并弹出错误提示框迷惑用户，当以特定的参数启动时会进行屏幕截图，通过定时器回调函数，将数据发送到远程服务器，并等待下载后续payload。
187,2019年当铺风波一年的扫描和认证针对知名目标的网络钓鱼,Sednit (22),2020-03-19,TrendMicro,鱼叉式网络钓鱼电子邮件0day零日漏洞水坑攻击,Pawn Storm是一项持续不断的网络间谍活动，其活动可以追溯到2004年，在针对美国及其盟国的国防承包商人员，使馆和军事力量以及国际媒体进行网络攻击后，该游戏声名狼藉以及不同民用行业和部门的公民，以及其他目标。 多年来，趋势科技一直密切监视Pawn Storm及其各种攻击媒介和方法，这些攻击媒介和方法通常有助于地缘政治的破坏和间谍活动。这项较新的操作采用了多种攻击方法，其中包括针对高姿态目标的鱼叉式网络钓鱼电子邮件，这是典当风暴武器库中的主要内容。
188,疑似APT28针对哈萨克斯坦矿业公司的样本分析,Sednit (22),2019-10-31,github,鱼叉式网络钓鱼木马后门,"国外研究人员发现包含附件""gorodpavlodar.doc""的电子邮件被发送给哈萨克斯坦大型矿业公司员工。电子邮件声称是""Pavlodar市官方""发送，但是其地址实际为""pavlodar.news@bk.ru""。附件内容为俄文，大致为""住宅热水供应时间表""，并且提示收件人""启用内容""以查看受保护的文档。一旦启用，便会执行包含在其中的宏代码，宏删除原始文档，并打开辅助文档""graphic.doc""，该文档包含可执行文件""libssl.exe""的嵌入式宏。该可执行文件将修改注册表""Run""键维持持久性，然后通过HTTP POST请求连接到硬编码的C2地址。研究人员观察到此样本的相关特征与Zebrocy木马相似，因此推测该活动来源于俄罗斯黑客组织APT28。"
189,指向世界反兴奋剂机构和国际体育组织的网络暗战,Sednit (22),2019-10-28,奇安信,钓鱼攻击木马后门,2019年10月28日，微软威胁情报中心报道了一个重要的网络攻击：APT28组织针对全球的反兴奋剂机构和体育组织发起攻击。其认为，随着2020年东京夏季运动会开幕日即将到来之季，披露此次攻击很有必要。
190,APT28持续针对东欧、中亚外交机构，使用新Nim语言下载器,Sednit (22),2019-09-24,ESET,鱼叉网络钓鱼木马后门,APT28从去年开始被发现使用鱼叉式钓鱼邮件，针对东欧和中亚的外交部和大使馆。最近，研究人员发现该组织在活动中使用较新的语言Nim编写的下载器，并且使用了由Golang编写(过去使用Delphi)的新Zebrocy后门。下载器通过检测可执行文件的第一个字母是否更改来确定是否在沙箱中，通过设定偏移量和字符串替换来混淆，以逃避基本静态分析工具。Zebrocy后门添加了AES算法，十六进制编码和截屏功能。由以上可见，APT28在该活动并没有选择使用新的恶意软件，而是偏向将旧的恶意工具移植到其他语言中，以逃避检测。
191,疑似俄罗斯地区新APT组织HexCode的攻击活动分析,Sednit (22),2019-09-20,360,暂无数据,微步在线近期发现一个疑似具有俄语背景的APT组织，该组织使用的攻击手法与个别目前被曝光的俄罗斯APT组织（APT28、Gamaredon、DragonFly等）存在少许相似，但在攻击细节和使用木马上却存在本质的区别。该组织使用的木马首包是将目标系统配置信息以16进制方式回传到C2。研究人员分析HexCode组织至少自2016年开始活跃，曾使用包含恶意宏或漏洞利用(CVE-2017-11882)的文档作为诱饵，近期则多使用RAR自解压文档作为诱饵。2019年以来，发现该组织利用多种哈萨克斯坦时事主题文档，对哈克斯坦政府、外交、情报机构、医疗卫生等行业组织机构进行鱼叉攻击。8月，该组织针对哈萨克斯坦信息技术市场上最大的公司NITEC相关员工发起钓鱼攻击，该司主要服务国家机构。为了避免附件木马被自动化识别检测，攻击者对附件使用密码加密压缩。
192,APT28利用远程模板注入攻击东欧国家外交机构,Sednit (22),2019-08-29,Telsy,漏洞攻击网络钓鱼,Telsy CTI团队在8月22日发现APT28组织至少针对一个东欧国家外交机构的网络钓鱼活动。检索到的电子邮件消息使用远程模板注入，虽然发现时文件已不可用，但研究人员从Dropbox在线存储服务中搜集到了恶意远程内容，解压缩内容为.doc和.exe文件。在第一个宏代码中提供的函数rn用于静默地启动.doc文件，.doc文件的Sub_AutoOpen()触发的另一个代码块用于执行.exe文件并退出应用程序。 .exe文件是zebrocy下载器的一个变种，该变种主要目的是执行旨在收集系统信息的操作后，下载并支持执行其它恶意组件。目前研究人员还没有发现最终的有效载荷。
193,安全厂商发布APT28组织DLL后门的技术分析,Sednit (22),2019-08-28,Cylance,漏洞攻击木马后门,Cylance研究人员发现攻击组织APT28的植入工具样本，分析发现它是一个多线程DLL后门，允许能够完全访问和控制目标主机。该后门使用c++编写，并与OpenSSL和Poco c++框架静态链接。由于文件打包为DLL，目的是将其注入长期运行的进程，该进程被授予互联网访问权限（例如NetSvc服务组）或具有本地防火墙权限的进程。该后门是非模块性的，但具有文件下载、上载、远程命令执行和交互式shell访问的基本功能，根据定义的睡眠或活动时间表连接到C2进行通信。C2服务器使用域生成算法（DGA）生成，与其通信协议使用RSA加密，Base64编码的JSON通过端口443的HTTPS或使用端口80在HTTP上进行交换。
194,Zebrocy之旅,Sednit (22),2019-05-22,ESET,鱼叉式网络钓鱼,三年前，Sednit集团在中东和中亚各国发布了针对受害者的新组件。从那时起，组件的数量和多样性急剧增加。ESET 研究人员和其他 公司的同事记录了这些组件; 然而，在本文中，我们将重点关注什么是超越妥协，一旦受害者系统运行Zebrocy Delphi后门，操作员会做什么。
195,ESET曝光Lojax:首个被利用的UEFI rootkit案例,Sednit (22),2018-09-27,ESET,病毒恶意软件,ESET公开披露了据称是第一个在现实攻击活动中被捕获的UEFI rootkit，它具备很强的生存能力，即使是在受害者重装系统、更换硬盘之后也依然能够存活。此次被公开披露的这个UEFI rootkit便是黑客对LoJax软件稍作修改之后而来的，同样具备覆盖UEFI固件的能力，但改变了与Absolute Software服务器通信的后台进程，使得它会向Sednit组织的C&C服务器进行报告。如果你已经感染了该恶意软件，那么你能做的也就只剩下使用对应主板的干净固件映像重新刷新SPI闪存。这是一个非常繁琐的过程，必须手动进行且需要掌握相应的专业知识。还有一个更简单、直接的办法——更换受感染的主板。
196,罗马假日行动 - 狩猎俄罗斯APT28,Sednit (22),2018-07-13,CSE CyberSec,木马后门,最近，一系列新的恶意软件样本被提交到主要的在线沙箱。 我们注意到一些提交给Virus Total的样本被一些专家归因于俄罗斯APT28组。 APT28小组（又名Fancy Bear，Pawn Storm，Sednit，Sofacy和Strontium）自2007年以来一直活跃，它的目标是全球的政府，军队和安全组织。 该组织还涉及针对2016年总统选举的一系列攻击。
197,Sofacy Group的并行攻击,Sednit (22),2018-06-06,paloalto,网络钓鱼攻击,Sofacy小组仍然是一个持久的全球威胁。第42单元和其他人在2018年上半年表明，这个威胁行动者组织如何继续瞄准世界各地的多个组织，特别强调主要在北美和欧洲的政府，外交和其他战略组织。
198,Sednit组织更新换代：一款值得密切关注的恶意软件Zebrocy分析,Sednit (22),2018-04-24,ESET,后门木马鱼叉式钓鱼攻击漏洞利用,Sednit组织在过去两年中大量使用Zebrocy，其为Sednit工具库中稳定、成熟的工具之一，并且这一工具值得密切关注。
199,玛莎和这些熊,Sednit (22),2018-03-09,Kaspersky,恶意软件,Sofacy，也被称为APT28，Fancy Bear和Tsar Team，是一个多产，资源充足且持久的对手。它们有时被描绘成野性和鲁莽，但正如我们的知名度所见，该群体可以是务实，有计划和敏捷的。
